unit,period,outcome,first_treat,dose,true_att
31,8,3.0920197489578864,0,0.0,0.0
32,1,2.5055404812462383,0,0.0,0.0
32,2,0.8947810518272228,0,0.0,0.0
32,3,2.3111115018630772,0,0.0,0.0
32,4,2.5114259977526943,0,0.0,0.0
32,5,3.761798297110169,0,0.0,0.0
32,6,3.456987565872827,0,0.0,0.0
32,7,4.3265840106573155,0,0.0,0.0
32,8,4.8613475459502675,0,0.0,0.0
33,1,-0.6097297392482053,0,0.0,0.0
33,2,1.1097518866402085,0,0.0,0.0
33,3,1.363046392980521,0,0.0,0.0
33,4,1.5360440728899283,0,0.0,0.0
33,5,1.6941996846811376,0,0.0,0.0
33,6,3.4212020486630927,0,0.0,0.0
33,7,2.8888237743289142,0,0.0,0.0
33,8,3.3179607303171585,0,0.0,0.0
34,1,1.1609774827973798,0,0.0,0.0
34,2,3.2528741358801048,0,0.0,0.0
34,3,0.7159312448880499,0,0.0,0.0
34,4,3.3261443459646083,0,0.0,0.0
34,5,1.1631162916711488,0,0.0,0.0
34,6,3.773560611137878,0,0.0,0.0
34,7,5.631370280517985,0,0.0,0.0
34,8,5.044955977376562,0,0.0,0.0
35,1,0.9868632483500112,0,0.0,0.0
35,2,0.7557887010071428,0,0.0,0.0
35,3,1.8472853702987726,0,0.0,0.0
35,4,2.064175354406862,0,0.0,0.0
35,5,2.0302615618788633,0,0.0,0.0
35,6,3.026362554335349,0,0.0,0.0
35,7,4.014619330436658,0,0.0,0.0
35,8,3.5490211012795783,0,0.0,0.0
36,1,1.249252957485167,0,0.0,0.0
36,2,1.1952913405776766,0,0.0,0.0
36,3,3.446259804258747,0,0.0,0.0
36,4,4.100858040136911,0,0.0,0.0
36,5,4.2871952224063685,0,0.0,0.0
36,6,5.5207052708985165,0,0.0,0.0
36,7,5.143402415250579,0,0.0,0.0
36,8,5.9475457155356075,0,0.0,0.0
37,1,2.417853989526504,0,0.0,0.0
37,2,2.5224765444707336,0,0.0,0.0
37,3,2.583194735759294,0,0.0,0.0
37,4,5.828169179680852,0,0.0,0.0
37,5,3.6620655840354326,0,0.0,0.0
37,6,3.948138852768505,0,0.0,0.0
37,7,5.548026387339048,0,0.0,0.0
37,8,5.8658709791839465,0,0.0,0.0
38,1,-4.144535536393867,0,0.0,0.0
38,2,-1.1170657342198012,0,0.0,0.0
38,3,-1.833938564134373,0,0.0,0.0
38,4,-2.3506750839992603,0,0.0,0.0
38,5,0.44904012557033424,0,0.0,0.0
38,6,0.3859315828126142,0,0.0,0.0
38,7,-1.004285980731454,0,0.0,0.0
38,8,2.5374388514741844,0,0.0,0.0
39,1,-3.3357397423155186,0,0.0,0.0
39,2,-3.504733226306757,0,0.0,0.0
39,3,-1.4043183050599317,0,0.0,0.0
39,4,-2.3352393268520704,0,0.0,0.0
39,5,-2.022620185785743,0,0.0,0.0
39,6,-2.1548372267037,0,0.0,0.0
39,7,-0.41268667137463255,0,0.0,0.0
39,8,-0.017934143357731247,0,0.0,0.0
40,1,2.5181709351927255,0,0.0,0.0
40,2,2.2135044414354113,0,0.0,0.0
40,3,3.6334206494690884,0,0.0,0.0
40,4,3.933692009540876,0,0.0,0.0
40,5,3.170016476568813,0,0.0,0.0
40,6,3.5316784439788282,0,0.0,0.0
40,7,6.068644174112784,0,0.0,0.0
40,8,3.401602480251325,0,0.0,0.0
41,1,3.080860713485133,0,0.0,0.0
41,2,2.8973671287700484,0,0.0,0.0
41,3,5.183696793403783,0,0.0,0.0
41,4,3.881981977369997,0,0.0,0.0
41,5,5.534934400775769,0,0.0,0.0
41,6,4.978536345286081,0,0.0,0.0
41,7,5.989198340010016,0,0.0,0.0
41,8,7.112286717443924,0,0.0,0.0
42,1,-2.003801755351255,0,0.0,0.0
42,2,-0.04469115452827088,0,0.0,0.0
42,3,-1.534943916133158,0,0.0,0.0
42,4,0.2533468035317042,0,0.0,0.0
42,5,1.381393683761178,0,0.0,0.0
42,6,1.61879145276366,0,0.0,0.0
42,7,3.3751988377087354,0,0.0,0.0
42,8,1.1953146436626647,0,0.0,0.0
43,1,-4.598820064439845,0,0.0,0.0
43,2,-3.7140059215863768,0,0.0,0.0
43,3,-1.5592282465428202,0,0.0,0.0
43,4,-1.2217478788218785,0,0.0,0.0
43,5,-1.1174141534438415,0,0.0,0.0
43,6,-1.8426278621983871,0,0.0,0.0
43,7,0.5471964802378035,0,0.0,0.0
43,8,-0.9443755907417977,0,0.0,0.0
44,1,1.8570192243913017,0,0.0,0.0
44,2,4.055508065154267,0,0.0,0.0
44,3,2.0645207885859524,0,0.0,0.0
44,4,2.781177777672145,0,0.0,0.0
44,5,2.2052098731188425,0,0.0,0.0
44,6,1.3878563209275856,0,0.0,0.0
44,7,3.0953502789841796,0,0.0,0.0
44,8,3.1051744009156526,0,0.0,0.0
45,1,0.9146718762860433,0,0.0,0.0
45,2,4.584036394696708,0,0.0,0.0
45,3,3.634538970726832,0,0.0,0.0
45,4,4.241364033315042,0,0.0,0.0
45,5,4.052654087504809,0,0.0,0.0
45,6,4.688805370257622,0,0.0,0.0
45,7,6.3262271349403925,0,0.0,0.0
45,8,5.8293393340058435,0,0.0,0.0
46,1,4.625882982893362,0,0.0,0.0
46,2,4.399184747023614,0,0.0,0.0
46,3,4.753036154136582,0,0.0,0.0
46,4,4.188274879266768,0,0.0,0.0
46,5,4.117439982501502,0,0.0,0.0
46,6,6.333627143802228,0,0.0,0.0
46,7,7.151685736861862,0,0.0,0.0
46,8,6.3090590081598386,0,0.0,0.0
47,1,1.498120279168269,0,0.0,0.0
47,2,2.086347707193404,0,0.0,0.0
47,3,0.3765871381435226,0,0.0,0.0
47,4,2.1174704847234005,0,0.0,0.0
47,5,3.9398590379383704,0,0.0,0.0
47,6,4.419653873598645,0,0.0,0.0
47,7,3.378920227803141,0,0.0,0.0
47,8,5.191043194702637,0,0.0,0.0
48,1,0.7789738321890822,0,0.0,0.0
48,2,1.0336395658195083,0,0.0,0.0
48,3,0.6612808198146756,0,0.0,0.0
48,4,0.7885902935043176,0,0.0,0.0
48,5,1.1272221224941057,0,0.0,0.0
48,6,2.724386389738267,0,0.0,0.0
48,7,2.951670579971498,0,0.0,0.0
48,8,3.8859706129308105,0,0.0,0.0
49,1,-1.1543874300485735,0,0.0,0.0
49,2,0.03250270717771653,0,0.0,0.0
49,3,-0.1916687102120252,0,0.0,0.0
49,4,0.9984274729619611,0,0.0,0.0
49,5,1.5845615271969136,0,0.0,0.0
49,6,0.40921212660546114,0,0.0,0.0
49,7,-0.09440529004047127,0,0.0,0.0
49,8,3.757231612844828,0,0.0,0.0
50,1,0.7795613140535704,0,0.0,0.0
50,2,-0.6915833121548127,0,0.0,0.0
50,3,0.8090830861225977,0,0.0,0.0
50,4,2.794776875711137,0,0.0,0.0
50,5,2.243225752208416,0,0.0,0.0
50,6,2.5108411640221817,0,0.0,0.0
50,7,4.9237844436542755,0,0.0,0.0
50,8,2.975615436957498,0,0.0,0.0
51,1,-0.8966827655253466,0,0.0,0.0
51,2,0.6128570672777548,0,0.0,0.0
51,3,1.2919255242833696,0,0.0,0.0
51,4,1.8978136265702188,0,0.0,0.0
51,5,2.812708636798434,0,0.0,0.0
51,6,2.600049212911004,0,0.0,0.0
51,7,3.3908545311678964,0,0.0,0.0
51,8,3.142261332914404,0,0.0,0.0
52,1,-1.467437508220918,0,0.0,0.0
52,2,-0.9226016314039978,0,0.0,0.0
52,3,-0.31503767563859614,0,0.0,0.0
52,4,0.7424039961251285,0,0.0,0.0
52,5,1.0250098704871988,0,0.0,0.0
52,6,1.014081191442551,0,0.0,0.0
52,7,0.660738203601328,0,0.0,0.0
52,8,2.0375354466050775,0,0.0,0.0
53,1,4.569493516830829,0,0.0,0.0
53,2,5.290692881539772,0,0.0,0.0
53,3,7.8040366088669755,0,0.0,0.0
53,4,5.573738523185338,0,0.0,0.0
53,5,7.019800320851933,0,0.0,0.0
53,6,8.165973368970871,0,0.0,0.0
53,7,7.695513215825956,0,0.0,0.0
53,8,10.435356420898739,0,0.0,0.0
54,1,3.692297512412785,0,0.0,0.0
54,2,4.894426026464308,0,0.0,0.0
54,3,4.27153105925128,0,0.0,0.0
54,4,5.218812069000968,0,0.0,0.0
54,5,6.319270714540919,0,0.0,0.0
54,6,7.416640866451991,0,0.0,0.0
54,7,7.389431638167836,0,0.0,0.0
54,8,8.829451653478998,0,0.0,0.0
55,1,2.677132056518185,0,0.0,0.0
55,2,2.9399288372718515,0,0.0,0.0
55,3,6.476082474390243,0,0.0,0.0
55,4,4.666335016552887,0,0.0,0.0
55,5,4.052615821132309,0,0.0,0.0
55,6,4.577833604862788,0,0.0,0.0
55,7,4.829417452579516,0,0.0,0.0
55,8,7.208666722967645,0,0.0,0.0
56,1,-1.706078088511497,0,0.0,0.0
56,2,-0.7143383199617696,0,0.0,0.0
56,3,-0.40520947005652386,0,0.0,0.0
56,4,0.8897916123226794,0,0.0,0.0
56,5,-0.18844488850227525,0,0.0,0.0
56,6,0.08272691823872935,0,0.0,0.0
56,7,1.8825965115633392,0,0.0,0.0
56,8,2.759258489081642,0,0.0,0.0
57,1,2.5425709616921983,0,0.0,0.0
57,2,1.90058491949723,0,0.0,0.0
57,3,3.8875234906859513,0,0.0,0.0
57,4,2.9661777214989233,0,0.0,0.0
57,5,3.688500003808174,0,0.0,0.0
57,6,3.7660851238725552,0,0.0,0.0
57,7,6.511196997246588,0,0.0,0.0
57,8,6.343460189621907,0,0.0,0.0
58,1,2.384246194674677,0,0.0,0.0
58,2,3.526464240138254,0,0.0,0.0
58,3,5.5919020672345265,0,0.0,0.0
58,4,1.5700267150856482,0,0.0,0.0
58,5,3.0408762381186953,0,0.0,0.0
58,6,3.66307773482128,0,0.0,0.0
58,7,3.928433196613111,0,0.0,0.0
58,8,4.201669571392092,0,0.0,0.0
59,1,1.0854381843527403,0,0.0,0.0
59,2,0.668487533118701,0,0.0,0.0
59,3,2.7201336159455187,0,0.0,0.0
59,4,2.93678956983672,0,0.0,0.0
59,5,3.866119913171761,0,0.0,0.0
59,6,4.392819700046358,0,0.0,0.0
59,7,4.988098101834782,0,0.0,0.0
59,8,4.511682311584224,0,0.0,0.0
60,1,5.120473936721222,0,0.0,0.0
60,2,3.733761650569652,0,0.0,0.0
60,3,2.1368457814627595,0,0.0,0.0
60,4,3.4969547883213368,0,0.0,0.0
60,5,3.258827545059739,0,0.0,0.0
60,6,5.516665163238861,0,0.0,0.0
60,7,5.877525310034221,0,0.0,0.0
60,8,6.030904836188096,0,0.0,0.0
61,1,3.781668398123069,0,0.0,0.0
61,2,2.8197251597994657,0,0.0,0.0
61,3,3.4968406471688893,0,0.0,0.0
61,4,2.3396687977804516,0,0.0,0.0
61,5,2.7715973943915424,0,0.0,0.0
61,6,4.30754778481951,0,0.0,0.0
61,7,4.943749425374781,0,0.0,0.0
61,8,3.414430718608098,0,0.0,0.0
62,1,1.799721449759137,0,0.0,0.0
62,2,2.494100555482176,0,0.0,0.0
62,3,2.764879306837542,0,0.0,0.0
62,4,2.666638060261995,0,0.0,0.0
62,5,3.440493290687531,0,0.0,0.0
62,6,4.303169279035875,0,0.0,0.0
62,7,5.070828496218719,0,0.0,0.0
62,8,6.0848200551592395,0,0.0,0.0
63,1,2.8546687716952914,0,0.0,0.0
63,2,1.9794648432171704,0,0.0,0.0
63,3,2.3176563706290625,0,0.0,0.0
63,4,3.7114682402787267,0,0.0,0.0
63,5,4.384657483155275,0,0.0,0.0
63,6,3.8396121334855344,0,0.0,0.0
63,7,5.564206043710592,0,0.0,0.0
63,8,6.253397907900393,0,0.0,0.0
64,1,2.473269281662885,0,0.0,0.0
64,2,3.459903722724034,0,0.0,0.0
64,3,1.315166677344773,0,0.0,0.0
64,4,2.695481025336723,0,0.0,0.0
64,5,3.192860512622872,0,0.0,0.0
64,6,3.5835092474717043,0,0.0,0.0
64,7,3.532319896394075,0,0.0,0.0
64,8,3.19602081277314,0,0.0,0.0
65,1,-2.974542813399363,0,0.0,0.0
65,2,-3.3355779189762793,0,0.0,0.0
65,3,-1.9812287786807419,0,0.0,0.0
65,4,-2.36126580112722,0,0.0,0.0
65,5,-2.1668806052727083,0,0.0,0.0
65,6,-0.33292389905146924,0,0.0,0.0
65,7,0.08369926737812905,0,0.0,0.0
65,8,1.012059711892566,0,0.0,0.0
66,1,2.8531059212387397,0,0.0,0.0
66,2,1.4445316860319612,0,0.0,0.0
66,3,2.152323921885244,0,0.0,0.0
66,4,1.0896808259537891,0,0.0,0.0
66,5,1.38033471428474,0,0.0,0.0
66,6,4.750071601594448,0,0.0,0.0
66,7,2.743762374887811,0,0.0,0.0
66,8,3.1232980833524717,0,0.0,0.0
67,1,-0.6514828389148034,0,0.0,0.0
67,2,-0.20257633107563877,0,0.0,0.0
67,3,-0.5148904241415421,0,0.0,0.0
67,4,0.5826428635886496,0,0.0,0.0
67,5,2.6169917999518537,0,0.0,0.0
67,6,1.081622473469952,0,0.0,0.0
67,7,0.9939435979355782,0,0.0,0.0
67,8,3.8302097032015423,0,0.0,0.0
68,1,-1.5673850033420043,0,0.0,0.0
68,2,-2.1802005359287024,0,0.0,0.0
68,3,-2.641848931406959,0,0.0,0.0
68,4,-1.304305271718604,0,0.0,0.0
68,5,-0.11438635212931228,0,0.0,0.0
68,6,1.6059901746037781,0,0.0,0.0
68,7,-0.09626389014969794,0,0.0,0.0
68,8,1.3557982032084857,0,0.0,0.0
69,1,4.538777898496546,0,0.0,0.0
69,2,1.9823658984797272,0,0.0,0.0
69,3,5.897419406540548,0,0.0,0.0
69,4,4.181182666395211,0,0.0,0.0
69,5,6.195628732058583,0,0.0,0.0
69,6,6.610316388212392,0,0.0,0.0
69,7,7.948219630065493,0,0.0,0.0
69,8,7.914557619495188,0,0.0,0.0
70,1,1.580700190041426,0,0.0,0.0
70,2,3.673211434615416,0,0.0,0.0
70,3,5.096195811124687,0,0.0,0.0
70,4,5.26301079565162,0,0.0,0.0
70,5,6.435601411528177,0,0.0,0.0
70,6,7.247357237441112,0,0.0,0.0
70,7,7.5664424182010865,0,0.0,0.0
70,8,7.243715739216942,0,0.0,0.0
71,1,1.3721041894707435,0,0.0,0.0
71,2,3.2629599517364065,0,0.0,0.0
71,3,4.63480934873018,0,0.0,0.0
71,4,3.6279939480407464,0,0.0,0.0
71,5,5.8497159307128,0,0.0,0.0
71,6,6.626834497858528,0,0.0,0.0
71,7,6.345308176887067,0,0.0,0.0
71,8,3.654661334278828,0,0.0,0.0
72,1,-0.26766152900005413,0,0.0,0.0
72,2,3.396615992267831,0,0.0,0.0
72,3,1.4638890406833713,0,0.0,0.0
72,4,0.5262836105827533,0,0.0,0.0
72,5,4.245674222022021,0,0.0,0.0
72,6,3.523782425255422,0,0.0,0.0
72,7,5.115367322669474,0,0.0,0.0
72,8,4.787385508931115,0,0.0,0.0
73,1,3.6598093781174823,0,0.0,0.0
73,2,4.06425948961983,0,0.0,0.0
73,3,4.8987385538263135,0,0.0,0.0
73,4,6.978680690461411,0,0.0,0.0
73,5,6.172256577864502,0,0.0,0.0
73,6,4.120910924059778,0,0.0,0.0
73,7,6.647911757184217,0,0.0,0.0
73,8,7.8427310100085315,0,0.0,0.0
74,1,1.7268071677397971,0,0.0,0.0
74,2,0.5975013781445516,0,0.0,0.0
74,3,2.689050806391779,0,0.0,0.0
74,4,2.9518487607548565,0,0.0,0.0
74,5,5.096623798173381,0,0.0,0.0
74,6,2.2741046249551395,0,0.0,0.0
74,7,3.016705784803226,0,0.0,0.0
74,8,3.7179873127436966,0,0.0,0.0
75,1,0.41537240375678347,0,0.0,0.0
75,2,0.5155738040319557,0,0.0,0.0
75,3,-0.8570809518781843,0,0.0,0.0
75,4,1.9708950800724243,0,0.0,0.0
75,5,3.274952613495463,0,0.0,0.0
75,6,2.912372708289648,0,0.0,0.0
75,7,5.840975737324668,0,0.0,0.0
75,8,4.418970366511421,0,0.0,0.0
76,1,-0.39591368573983043,0,0.0,0.0
76,2,-0.9255223281939975,0,0.0,0.0
76,3,0.13946456896929205,0,0.0,0.0
76,4,0.09229881300959636,0,0.0,0.0
76,5,1.681841890979597,0,0.0,0.0
